source_plate,source_well,dest_plate,dest_well,volume
random_oligo_plate,E3,r3_pcrs_p2,H2,60
random_oligo_plate,M13,r3_pcrs_p2,H2,60
template_plate,A9,r3_pcrs_p2,H2,60
random_oligo_plate,A7,r3_pcrs_p2,F3,60
random_oligo_plate,G21,r3_pcrs_p2,F3,60
template_plate,A9,r3_pcrs_p2,F3,60
random_oligo_plate,E5,r3_pcrs_p2,H3,60
random_oligo_plate,M13,r3_pcrs_p2,H3,60
template_plate,A9,r3_pcrs_p2,H3,60
random_oligo_plate,A7,r3_pcrs_p2,F4,60
random_oligo_plate,K19,r3_pcrs_p2,F4,60
template_plate,A9,r3_pcrs_p2,F4,60
random_oligo_plate,E7,r3_pcrs_p2,H4,60
random_oligo_plate,M13,r3_pcrs_p2,H4,60
template_plate,A9,r3_pcrs_p2,H4,60
random_oligo_plate,A7,r3_pcrs_p2,F5,60
random_oligo_plate,M7,r3_pcrs_p2,F5,60
template_plate,A9,r3_pcrs_p2,F5,60
random_oligo_plate,C5,r3_pcrs_p2,H5,60
random_oligo_plate,M13,r3_pcrs_p2,H5,60
template_plate,A9,r3_pcrs_p2,H5,60
random_oligo_plate,A7,r3_pcrs_p2,F6,60
random_oligo_plate,K21,r3_pcrs_p2,F6,60
template_plate,A9,r3_pcrs_p2,F6,60
random_oligo_plate,E9,r3_pcrs_p2,H6,60
random_oligo_plate,M13,r3_pcrs_p2,H6,60
template_plate,A9,r3_pcrs_p2,H6,60
random_oligo_plate,A7,r3_pcrs_p2,F7,60
random_oligo_plate,G17,r3_pcrs_p2,F7,60
template_plate,A9,r3_pcrs_p2,F7,60
random_oligo_plate,E11,r3_pcrs_p2,H7,60
random_oligo_plate,M13,r3_pcrs_p2,H7,60
template_plate,A9,r3_pcrs_p2,H7,60
random_oligo_plate,A7,r3_pcrs_p2,F8,60
random_oligo_plate,I13,r3_pcrs_p2,F8,60
template_plate,A9,r3_pcrs_p2,F8,60
random_oligo_plate,E13,r3_pcrs_p2,H8,60
random_oligo_plate,M13,r3_pcrs_p2,H8,60
template_plate,A9,r3_pcrs_p2,H8,60
random_oligo_plate,A7,r3_pcrs_p2,F9,60
random_oligo_plate,K1,r3_pcrs_p2,F9,60
template_plate,A9,r3_pcrs_p2,F9,60
random_oligo_plate,E15,r3_pcrs_p2,H9,60
random_oligo_plate,M13,r3_pcrs_p2,H9,60
template_plate,A9,r3_pcrs_p2,H9,60
random_oligo_plate,A7,r3_pcrs_p2,F10,60
random_oligo_plate,I17,r3_pcrs_p2,F10,60
template_plate,A9,r3_pcrs_p2,F10,60
random_oligo_plate,G3,r3_pcrs_p2,H10,60
random_oligo_plate,M13,r3_pcrs_p2,H10,60
template_plate,A9,r3_pcrs_p2,H10,60
random_oligo_plate,A7,r3_pcrs_p2,F11,60
random_oligo_plate,K13,r3_pcrs_p2,F11,60
template_plate,A9,r3_pcrs_p2,F11,60
random_oligo_plate,E17,r3_pcrs_p2,H11,60
random_oligo_plate,M13,r3_pcrs_p2,H11,60
template_plate,A9,r3_pcrs_p2,H11,60
random_oligo_plate,A7,r3_pcrs_p2,F12,60
random_oligo_plate,K7,r3_pcrs_p2,F12,60
template_plate,A9,r3_pcrs_p2,F12,60
random_oligo_plate,E19,r3_pcrs_p2,H12,60
random_oligo_plate,M13,r3_pcrs_p2,H12,60
template_plate,A9,r3_pcrs_p2,H12,60
r3_oligos_combined,M23,r3_pcrs_p3,A1,60
r3_oligos_combined,I10,r3_pcrs_p3,A1,60
template_plate,C2,r3_pcrs_p3,A1,60
r3_oligos_combined,O01,r3_pcrs_p3,C1,60
r3_oligos_combined,I12,r3_pcrs_p3,C1,60
template_plate,C2,r3_pcrs_p3,C1,60
r3_oligos_combined,M23,r3_pcrs_p3,A2,60
r3_oligos_combined,I14,r3_pcrs_p3,A2,60
template_plate,C2,r3_pcrs_p3,A2,60
r3_oligos_combined,O03,r3_pcrs_p3,C2,60
r3_oligos_combined,I12,r3_pcrs_p3,C2,60
template_plate,C2,r3_pcrs_p3,C2,60
r3_oligos_combined,M23,r3_pcrs_p3,A3,60
r3_oligos_combined,I16,r3_pcrs_p3,A3,60
template_plate,C2,r3_pcrs_p3,A3,60
r3_oligos_combined,O05,r3_pcrs_p3,C3,60
r3_oligos_combined,I12,r3_pcrs_p3,C3,60
template_plate,C2,r3_pcrs_p3,C3,60
r3_oligos_combined,O05,r3_pcrs_p3,A4,60
r3_oligos_combined,I12,r3_pcrs_p3,A4,60
template_plate,C2,r3_pcrs_p3,A4,60
r3_oligos_combined,M23,r3_pcrs_p3,C4,60
r3_oligos_combined,I18,r3_pcrs_p3,C4,60
template_plate,C2,r3_pcrs_p3,C4,60
r3_oligos_combined,O07,r3_pcrs_p3,A5,60
r3_oligos_combined,I20,r3_pcrs_p3,A5,60
template_plate,C1,r3_pcrs_p3,A5,60
r3_oligos_combined,O09,r3_pcrs_p3,C5,60
r3_oligos_combined,I22,r3_pcrs_p3,C5,60
template_plate,C1,r3_pcrs_p3,C5,60
r3_oligos_combined,M23,r3_pcrs_p3,A6,60
r3_oligos_combined,I20,r3_pcrs_p3,A6,60
template_plate,C2,r3_pcrs_p3,A6,60
r3_oligos_combined,O09,r3_pcrs_p3,C6,60
r3_oligos_combined,I12,r3_pcrs_p3,C6,60
template_plate,C2,r3_pcrs_p3,C6,60
r3_oligos_combined,O09,r3_pcrs_p3,A7,60
r3_oligos_combined,I12,r3_pcrs_p3,A7,60
template_plate,C2,r3_pcrs_p3,A7,60
r3_oligos_combined,M23,r3_pcrs_p3,C7,60
r3_oligos_combined,I24,r3_pcrs_p3,C7,60
template_plate,C2,r3_pcrs_p3,C7,60
r3_oligos_combined,O09,r3_pcrs_p3,A8,60
r3_oligos_combined,I12,r3_pcrs_p3,A8,60
template_plate,C2,r3_pcrs_p3,A8,60
r3_oligos_combined,M23,r3_pcrs_p3,C8,60
r3_oligos_combined,K02,r3_pcrs_p3,C8,60
template_plate,C2,r3_pcrs_p3,C8,60
r3_oligos_combined,O09,r3_pcrs_p3,A9,60
r3_oligos_combined,I12,r3_pcrs_p3,A9,60
template_plate,C2,r3_pcrs_p3,A9,60
r3_oligos_combined,M23,r3_pcrs_p3,C9,60
r3_oligos_combined,K04,r3_pcrs_p3,C9,60
template_plate,C2,r3_pcrs_p3,C9,60
r3_oligos_combined,O09,r3_pcrs_p3,A10,60
r3_oligos_combined,I12,r3_pcrs_p3,A10,60
template_plate,C2,r3_pcrs_p3,A10,60
r3_oligos_combined,M23,r3_pcrs_p3,C10,60
r3_oligos_combined,K06,r3_pcrs_p3,C10,60
template_plate,C2,r3_pcrs_p3,C10,60
r3_oligos_combined,M23,r3_pcrs_p3,A11,60
r3_oligos_combined,K08,r3_pcrs_p3,A11,60
template_plate,C2,r3_pcrs_p3,A11,60
r3_oligos_combined,O11,r3_pcrs_p3,C11,60
r3_oligos_combined,I12,r3_pcrs_p3,C11,60
template_plate,C2,r3_pcrs_p3,C11,60
r3_oligos_combined,M23,r3_pcrs_p3,A12,60
r3_oligos_combined,K10,r3_pcrs_p3,A12,60
template_plate,C2,r3_pcrs_p3,A12,60
r3_oligos_combined,O13,r3_pcrs_p3,C12,60
r3_oligos_combined,I12,r3_pcrs_p3,C12,60
template_plate,C2,r3_pcrs_p3,C12,60
r3_oligos_combined,M23,r3_pcrs_p3,B1,60
r3_oligos_combined,K12,r3_pcrs_p3,B1,60
template_plate,C2,r3_pcrs_p3,B1,60
r3_oligos_combined,O15,r3_pcrs_p3,D1,60
r3_oligos_combined,I12,r3_pcrs_p3,D1,60
template_plate,C2,r3_pcrs_p3,D1,60
r3_oligos_combined,M23,r3_pcrs_p3,B2,60
r3_oligos_combined,K14,r3_pcrs_p3,B2,60
template_plate,C2,r3_pcrs_p3,B2,60
r3_oligos_combined,O17,r3_pcrs_p3,D2,60
r3_oligos_combined,I12,r3_pcrs_p3,D2,60
template_plate,C2,r3_pcrs_p3,D2,60
r3_oligos_combined,M23,r3_pcrs_p3,B3,60
r3_oligos_combined,K16,r3_pcrs_p3,B3,60
template_plate,C2,r3_pcrs_p3,B3,60
r3_oligos_combined,O19,r3_pcrs_p3,D3,60
r3_oligos_combined,I12,r3_pcrs_p3,D3,60
template_plate,C2,r3_pcrs_p3,D3,60
r3_oligos_combined,M23,r3_pcrs_p3,B4,60
r3_oligos_combined,K18,r3_pcrs_p3,B4,60
template_plate,C2,r3_pcrs_p3,B4,60
r3_oligos_combined,O21,r3_pcrs_p3,D4,60
r3_oligos_combined,I12,r3_pcrs_p3,D4,60
template_plate,C2,r3_pcrs_p3,D4,60
r3_oligos_combined,M23,r3_pcrs_p3,B5,60
r3_oligos_combined,K20,r3_pcrs_p3,B5,60
template_plate,C2,r3_pcrs_p3,B5,60
r3_oligos_combined,O23,r3_pcrs_p3,D5,60
r3_oligos_combined,I12,r3_pcrs_p3,D5,60
template_plate,C2,r3_pcrs_p3,D5,60
r3_oligos_combined,M23,r3_pcrs_p3,B6,60
r3_oligos_combined,K22,r3_pcrs_p3,B6,60
template_plate,C2,r3_pcrs_p3,B6,60
r3_oligos_combined,A02,r3_pcrs_p3,D6,60
r3_oligos_combined,I12,r3_pcrs_p3,D6,60
template_plate,C2,r3_pcrs_p3,D6,60
r3_oligos_combined,M23,r3_pcrs_p3,B7,60
r3_oligos_combined,K24,r3_pcrs_p3,B7,60
template_plate,C2,r3_pcrs_p3,B7,60
r3_oligos_combined,A04,r3_pcrs_p3,D7,60
r3_oligos_combined,I12,r3_pcrs_p3,D7,60
template_plate,C2,r3_pcrs_p3,D7,60
r3_oligos_combined,M23,r3_pcrs_p3,B8,60
r3_oligos_combined,M02,r3_pcrs_p3,B8,60
template_plate,C2,r3_pcrs_p3,B8,60
r3_oligos_combined,A06,r3_pcrs_p3,D8,60
r3_oligos_combined,I12,r3_pcrs_p3,D8,60
template_plate,C2,r3_pcrs_p3,D8,60
r3_oligos_combined,M23,r3_pcrs_p3,B9,60
r3_oligos_combined,M04,r3_pcrs_p3,B9,60
template_plate,C2,r3_pcrs_p3,B9,60
r3_oligos_combined,A08,r3_pcrs_p3,D9,60
r3_oligos_combined,I12,r3_pcrs_p3,D9,60
template_plate,C2,r3_pcrs_p3,D9,60
r3_oligos_combined,I21,r3_pcrs_p4,A1,60
r3_oligos_combined,G02,r3_pcrs_p4,A1,60
template_plate,B2,r3_pcrs_p4,A1,60
r3_oligos_combined,I23,r3_pcrs_p4,C1,60
r3_oligos_combined,G04,r3_pcrs_p4,C1,60
template_plate,B2,r3_pcrs_p4,C1,60
r3_oligos_combined,I21,r3_pcrs_p4,A2,60
r3_oligos_combined,G06,r3_pcrs_p4,A2,60
template_plate,B2,r3_pcrs_p4,A2,60
r3_oligos_combined,K01,r3_pcrs_p4,C2,60
r3_oligos_combined,G04,r3_pcrs_p4,C2,60
template_plate,B2,r3_pcrs_p4,C2,60
r3_oligos_combined,I21,r3_pcrs_p4,A3,60
r3_oligos_combined,G06,r3_pcrs_p4,A3,60
template_plate,B2,r3_pcrs_p4,A3,60
r3_oligos_combined,K03,r3_pcrs_p4,C3,60
r3_oligos_combined,G04,r3_pcrs_p4,C3,60
template_plate,B2,r3_pcrs_p4,C3,60
r3_oligos_combined,I21,r3_pcrs_p4,A4,60
r3_oligos_combined,G08,r3_pcrs_p4,A4,60
template_plate,B2,r3_pcrs_p4,A4,60
r3_oligos_combined,K05,r3_pcrs_p4,C4,60
r3_oligos_combined,G04,r3_pcrs_p4,C4,60
template_plate,B2,r3_pcrs_p4,C4,60
r3_oligos_combined,I21,r3_pcrs_p4,A5,60
r3_oligos_combined,G08,r3_pcrs_p4,A5,60
template_plate,B2,r3_pcrs_p4,A5,60
r3_oligos_combined,K07,r3_pcrs_p4,C5,60
r3_oligos_combined,G04,r3_pcrs_p4,C5,60
template_plate,B2,r3_pcrs_p4,C5,60
r3_oligos_combined,I21,r3_pcrs_p4,A6,60
r3_oligos_combined,G08,r3_pcrs_p4,A6,60
template_plate,B2,r3_pcrs_p4,A6,60
r3_oligos_combined,K09,r3_pcrs_p4,C6,60
r3_oligos_combined,G04,r3_pcrs_p4,C6,60
template_plate,B2,r3_pcrs_p4,C6,60
r3_oligos_combined,I21,r3_pcrs_p4,A7,60
r3_oligos_combined,G08,r3_pcrs_p4,A7,60
template_plate,B2,r3_pcrs_p4,A7,60
r3_oligos_combined,K11,r3_pcrs_p4,C7,60
r3_oligos_combined,G04,r3_pcrs_p4,C7,60
template_plate,B2,r3_pcrs_p4,C7,60
r3_oligos_combined,I21,r3_pcrs_p4,A8,60
r3_oligos_combined,G10,r3_pcrs_p4,A8,60
template_plate,B2,r3_pcrs_p4,A8,60
r3_oligos_combined,K13,r3_pcrs_p4,C8,60
r3_oligos_combined,G04,r3_pcrs_p4,C8,60
template_plate,B2,r3_pcrs_p4,C8,60
r3_oligos_combined,I21,r3_pcrs_p4,A9,60
r3_oligos_combined,G12,r3_pcrs_p4,A9,60
template_plate,B3,r3_pcrs_p4,A9,60
r3_oligos_combined,K15,r3_pcrs_p4,C9,60
r3_oligos_combined,G04,r3_pcrs_p4,C9,60
template_plate,B3,r3_pcrs_p4,C9,60
r3_oligos_combined,I21,r3_pcrs_p4,A10,60
r3_oligos_combined,G14,r3_pcrs_p4,A10,60
template_plate,B1,r3_pcrs_p4,A10,60
r3_oligos_combined,K17,r3_pcrs_p4,C10,60
r3_oligos_combined,G04,r3_pcrs_p4,C10,60
template_plate,B1,r3_pcrs_p4,C10,60
r3_oligos_combined,I21,r3_pcrs_p4,A11,60
r3_oligos_combined,G16,r3_pcrs_p4,A11,60
template_plate,B1,r3_pcrs_p4,A11,60
r3_oligos_combined,K19,r3_pcrs_p4,C11,60
r3_oligos_combined,G04,r3_pcrs_p4,C11,60
template_plate,B1,r3_pcrs_p4,C11,60
r3_oligos_combined,I21,r3_pcrs_p4,A12,60
r3_oligos_combined,G10,r3_pcrs_p4,A12,60
template_plate,B2,r3_pcrs_p4,A12,60
r3_oligos_combined,K21,r3_pcrs_p4,C12,60
r3_oligos_combined,G04,r3_pcrs_p4,C12,60
template_plate,B2,r3_pcrs_p4,C12,60
r3_oligos_combined,I21,r3_pcrs_p4,B1,60
r3_oligos_combined,G10,r3_pcrs_p4,B1,60
template_plate,B2,r3_pcrs_p4,B1,60
r3_oligos_combined,K23,r3_pcrs_p4,D1,60
r3_oligos_combined,G04,r3_pcrs_p4,D1,60
template_plate,B2,r3_pcrs_p4,D1,60
r3_oligos_combined,I21,r3_pcrs_p4,B2,60
r3_oligos_combined,G18,r3_pcrs_p4,B2,60
template_plate,B2,r3_pcrs_p4,B2,60
r3_oligos_combined,M01,r3_pcrs_p4,D2,60
r3_oligos_combined,G04,r3_pcrs_p4,D2,60
template_plate,B2,r3_pcrs_p4,D2,60
r3_oligos_combined,I21,r3_pcrs_p4,B3,60
r3_oligos_combined,G18,r3_pcrs_p4,B3,60
template_plate,B2,r3_pcrs_p4,B3,60
r3_oligos_combined,M03,r3_pcrs_p4,D3,60
r3_oligos_combined,G04,r3_pcrs_p4,D3,60
template_plate,B2,r3_pcrs_p4,D3,60
r3_oligos_combined,I21,r3_pcrs_p4,B4,60
r3_oligos_combined,G14,r3_pcrs_p4,B4,60
template_plate,B2,r3_pcrs_p4,B4,60
r3_oligos_combined,M05,r3_pcrs_p4,D4,60
r3_oligos_combined,G04,r3_pcrs_p4,D4,60
template_plate,B2,r3_pcrs_p4,D4,60
r3_oligos_combined,I21,r3_pcrs_p4,B5,60
r3_oligos_combined,G14,r3_pcrs_p4,B5,60
template_plate,B2,r3_pcrs_p4,B5,60
r3_oligos_combined,M07,r3_pcrs_p4,D5,60
r3_oligos_combined,G04,r3_pcrs_p4,D5,60
template_plate,B2,r3_pcrs_p4,D5,60
r3_oligos_combined,I21,r3_pcrs_p4,B6,60
r3_oligos_combined,G20,r3_pcrs_p4,B6,60
template_plate,B2,r3_pcrs_p4,B6,60
r3_oligos_combined,M09,r3_pcrs_p4,D6,60
r3_oligos_combined,G04,r3_pcrs_p4,D6,60
template_plate,B2,r3_pcrs_p4,D6,60
r3_oligos_combined,I21,r3_pcrs_p4,B7,60
r3_oligos_combined,G22,r3_pcrs_p4,B7,60
template_plate,B2,r3_pcrs_p4,B7,60
r3_oligos_combined,M11,r3_pcrs_p4,D7,60
r3_oligos_combined,G04,r3_pcrs_p4,D7,60
template_plate,B2,r3_pcrs_p4,D7,60
r3_oligos_combined,I21,r3_pcrs_p4,B8,60
r3_oligos_combined,G24,r3_pcrs_p4,B8,60
template_plate,B2,r3_pcrs_p4,B8,60
r3_oligos_combined,M13,r3_pcrs_p4,D8,60
r3_oligos_combined,G04,r3_pcrs_p4,D8,60
template_plate,B2,r3_pcrs_p4,D8,60
r3_oligos_combined,I21,r3_pcrs_p4,B9,60
r3_oligos_combined,I02,r3_pcrs_p4,B9,60
template_plate,B2,r3_pcrs_p4,B9,60
r3_oligos_combined,M15,r3_pcrs_p4,D9,60
r3_oligos_combined,G04,r3_pcrs_p4,D9,60
template_plate,B2,r3_pcrs_p4,D9,60
r3_oligos_combined,I21,r3_pcrs_p4,B10,60
r3_oligos_combined,I04,r3_pcrs_p4,B10,60
template_plate,B2,r3_pcrs_p4,B10,60
r3_oligos_combined,M17,r3_pcrs_p4,D10,60
r3_oligos_combined,G04,r3_pcrs_p4,D10,60
template_plate,B2,r3_pcrs_p4,D10,60
r3_oligos_combined,I21,r3_pcrs_p4,B11,60
r3_oligos_combined,I06,r3_pcrs_p4,B11,60
template_plate,B2,r3_pcrs_p4,B11,60
r3_oligos_combined,M19,r3_pcrs_p4,D11,60
r3_oligos_combined,G04,r3_pcrs_p4,D11,60
template_plate,B2,r3_pcrs_p4,D11,60
r3_oligos_combined,I21,r3_pcrs_p4,B12,60
r3_oligos_combined,I08,r3_pcrs_p4,B12,60
template_plate,B2,r3_pcrs_p4,B12,60
r3_oligos_combined,M21,r3_pcrs_p4,D12,60
r3_oligos_combined,G04,r3_pcrs_p4,D12,60
template_plate,B2,r3_pcrs_p4,D12,60
